,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
1330,611443,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260320,663240,#0.25,75647,9.5,482,#0.25,13.3,4145.26,#0.25,101.69,NA,39,273,4,65.4,40355.38,13.6,7.9,4.5,NA,NA,2,NA,10791.3,53.58,6.98,6031,712.54,1.9,7419,14,NA,87.3,916.44,152.1,NA,40.8,NA,1.7,17,1.9,266190,NA,8.68,170.3,#0.6,#0.5,8.7,4706.08,1,2.6,174,1.7,28.2,NA,119.6,262.4,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",recreational area(observed at site); deciduous woodland recent(observed at site);,sandstone (undifferentiated),coal tailings; slag (furnace waste);,silt,"a hor - sst subrnd, 2 augers blk gravel.  slag and coal in a. carbonaceous clasts in s hor",3.299999952,0.075025395,0.710069299,0.013059906,0.000890773,8.754608154,5.682417393,0.144789174,4179,20
1331,611445,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,250260,668780,#0.25,70886,18.4,490,#0.25,24.9,3502.03,#0.25,67.69,NA,23,141,3,64.7,39795.86,11.9,3.7,4.3,NA,NA,2,NA,12700.53,34.02,8.25,8443.4,689.3,1.4,7419,13.4,NA,37.3,1134.64,263.6,NA,42.5,NA,2.7,12,0.8,266190,NA,40.45,92.7,#0.6,#0.5,5.9,5059.78,0.6,1.4,103,1.4,19.9,NA,174.3,246.3,"soil, regolith(observed at site)",recreational area(observed at site),NA,NA,silt,"s hor - sand.  made ground on  drift map. carbonaceous clasts in a hor,",2.799999952,0.071716897,0.676914811,-0.004170277,0.001865136,9.560482979,4.870832443,0.058969073,871,19
1332,611446,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,260700,666800,#0.25,78292,11.8,489,#0.25,9.5,5431.72,#0.25,73.55,NA,17,87,4,26.2,41894.06,14.7,2.2,6.1,NA,NA,9,NA,17515.11,36.32,5.77,9649.6,735.78,2,7419,15.3,NA,29.5,1047.36,80.7,NA,69.5,NA,#0.5,12,0.5,271327,NA,5.46,132.2,#0.6,#0.5,8.2,5899.08,0.6,1.3,115,1.1,21.3,NA,76.2,247.7,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,bricks; coal tailings;,silty clay,red brick in a only. drift map indicates made grnd. taken frm grass next to shop.,58.09999847,0.018108783,6.17252779,-0.001804619,0.000192587,10.32418537,3.27026844,3.163187504,5344,20
1333,611447,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,247310,666030,#0.25,70357,9.1,472,#0.25,16.6,8219.05,#0.25,58.85,NA,22,101,1,52,41754.18,14.2,3.9,6.4,NA,NA,0.81,NA,11289.36,33.64,8.49,7840.3,503.42,3.1,7419,15,NA,47,1309.2,104.8,NA,40.6,NA,1.2,12,0.8,312890,NA,7.7,129.4,1.4,#0.25,5.42,5473.44,0.8,2.4,137,1.9,22.4,NA,180,260,"soil, regolith(observed at site)",urban open space(observed at site); commercial and residential(observed at site);,sandstone (undifferentiated),plastic; slag (furnace waste);,silt,slag in a and s hor. blue and white plastics in a soil. iindustry in area associated with the airport carbonaceous clasts in s hor,7,0.014316844,1.138388634,-0.003543259,-0.000289179,9.805094719,6.561565876,3.239812613,76,20
1334,611448,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260250,661190,0.5,77763,13.2,804,#0.25,15.1,15508.99,0.5,51.28,NA,34,136,1,154.7,47629.14,14.8,7.8,4.5,NA,NA,0.5,NA,11787.42,2.95,12.01,7840.3,952.64,2.7,7419,14.2,NA,74.9,1221.92,394.6,NA,41.5,NA,47.4,17,1.3,248911,NA,1.05,136.8,#0.6,4.1,8,5239.63,0.8,2.6,147,1.5,29.4,NA,328.6,248.2,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silty clay,"a hor - sst subang.  s hor - or patches and sst subang.  brick and coal in a and s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",22.70000076,0.03087708,2.634494305,-0.004160021,-0.001109921,8.628437996,2.527626038,0.037841965,6652,21
1335,611449,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,260340,667260,#0.25,86756,13.6,549,#0.25,9.4,8433.46,#0.25,48.93,NA,31,127,1,96.3,44341.96,16.8,6.7,4.8,NA,NA,0.5,NA,14609.76,5.25,10.36,8443.4,704.8,1.4,7419,14.7,NA,60,960.08,212.4,NA,54.6,NA,21.9,15,1.2,255449,NA,1.05,138.5,#0.6,3.2,7.8,5497.42,#0.25,1.4,139,1.5,24.4,NA,227.5,220.9,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silty clay,"sst in a is or and ang. sst in s is sa, wht sa pa in s also. drift map indicates glacial till.",67.5,0.087060571,0.314504683,0.002800812,-0.000953541,7.7953372,0.535666943,0.329232752,3029,21
1336,611450,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260600,661360,#0.25,68770,6.5,397,0.6,11.7,6432.3,#0.25,34.86,NA,19,82,5,84.3,38467,11.9,3,4.2,NA,NA,0.5,NA,12617.52,5.25,5.66,7237.2,689.3,1.5,7419,11.3,NA,27,960.08,79.7,NA,41.2,NA,4.3,11,0.4,274129,NA,1.05,98.7,#0.6,1,5.6,5005.82,0.6,1.7,97,#0.35,16.7,NA,96,214.5,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silt,"a hor - sst white and subrnd.  s hor - sst subrnd and white.  brick in a and s.  coal in s.  taken from grass opposite 3 muirbank gardens. carbonaceous clasts in a hor,",14.5,0.035213269,6.169393063,0.005868553,-0.000905051,9.281047821,3.6487782,0.017641123,6652,21
1337,611452,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,246310,665320,#0.25,81995,10.5,603,0.6,8.9,13150.48,0.5,105.45,NA,24,112,1,74.8,50776.44,16,2.8,5.6,NA,NA,1,NA,16186.95,40.65,8.13,12062,720.28,1.7,7419,18.2,NA,61.7,1352.84,134.3,NA,63.4,NA,1.3,14,0.7,290007,NA,22.3,143,#0.6,#0.25,6.68,6162.86,0.8,2.2,175,4,23.4,NA,284.7,236.4,"soil, regolith(observed at site)",long term pasture(observed at site),NA,bricks,sandy clay,"red brick in a soil. a hor = gy silt patches. s hor= sandy patches. cow field. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",17.20000076,0.028435251,2.964883804,-0.000502361,0.000194054,9.262742996,4.989313126,2.990192175,134,3
1338,611454,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260410,661740,#0.25,70886,6.8,400,#0.25,9,6861.12,#0.25,71.21,NA,18,168,3,39.8,40565.2,10.8,2.8,4.9,NA,NA,2,NA,11953.44,35.17,6.21,6634.1,789.99,1.7,7419,12.8,NA,37.6,1047.36,80.8,NA,39,NA,4.1,11,0.7,269926,NA,9.61,92.2,1.3,#0.5,6.7,4825.98,0.7,1.5,91,#0.35,19.2,NA,152.4,270.8,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),ceramic; coal tailings;,silty clay,"a hor - sst subang.  s hor - slag, sst subrnd.  brick and coal in a and s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",16.79999924,0.019102644,3.246469021,-0.001348008,-0.000234119,9.262979507,3.792222738,0.315891027,6652,21
1339,611455,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,261290,666240,#0.25,84640,10.5,518,#0.25,18.1,9576.98,#0.25,82.93,NA,32,190,1,68.8,49377.64,16.8,5,4.7,NA,NA,2,NA,11704.41,38.62,11.06,9649.6,1316.65,2,7419,20.5,NA,65.1,1440.12,233.4,NA,38.6,NA,1.6,15,1.1,249378,NA,11.59,135.8,#0.6,#0.5,6.6,7391.84,1.3,1.4,151,#0.35,24.8,NA,197.8,253.3,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; glass; coal tailings;,silty clay,"sst in a is grey sa. or sa pa in s, coal tailings in a and s. red brick in a only. clear ghlass in a.",53.29999924,0.055386953,1.444204688,-0.003399332,0.000864481,8.458622932,2.719938278,0.28052336,2070,21
1340,611456,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,258710,666160,#0.25,74589,15.3,371,0.8,17,4717.02,#0.25,71.21,NA,20,110,3,60.1,42173.82,12.8,4.5,5.9,NA,NA,6,NA,10127.22,34.02,7.87,4824.8,875.18,2.4,7419,12.4,NA,34.8,2094.72,202.1,NA,36.4,NA,3.7,12,1,267591,NA,16.15,83.7,#0.6,#0.5,6.1,5215.65,0.7,1.4,110,1.6,17.6,NA,208,267.8,"soil, regolith(observed at site)",urban open space(observed at site); major roads/verge(observed at site);,sandstone (undifferentiated),slag (furnace waste),silt,"sst in a is sa, or sa pa in s. sample taken frm a grass verge. mica in the sst for a. slag in a. drift map indicates estuarine deposts. sst in s is sr, and quartzite in s is sr. carbonaceous clasts in s hor",28.5,0.016277391,0.828849196,-0.00871603,-0.000677844,9.130112648,2.630689859,0.264160484,7957,20
1341,611457,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,248160,667700,#0.25,81466,20.3,364,0.6,21.2,6432.3,#0.25,82.81,NA,19,112,5,41,49727.34,16.9,3.6,6.6,NA,NA,3.71,NA,11787.42,42.66,9.31,6031,317.54,4.1,7419,21.1,NA,36.4,1527.4,87.7,NA,42.5,NA,#0.5,15,0.8,296078,NA,6.8,100.8,#0.6,#0.25,6.94,7505.74,0.9,5.3,232,1.5,22.6,NA,94.3,303.4,"soil, regolith(observed at site)",arable land(observed at site),sandstone (undifferentiated),NA,silty clay,"s hor= 2 augers of lb sandy clay - gravel with coal at base. rasberry field. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",5.699999809,0.018679366,6.012238503,-0.001429484,-0.000153215,9.625364304,8.55497551,1.839320183,18,3
1342,611458,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,257820,667220,#0.25,69828,17.9,471,1.2,21.2,9719.92,0.9,67.69,NA,23,101,2,91.5,43013.1,12.6,6.4,5.1,NA,NA,3,NA,10127.22,34.02,10.59,5427.9,805.48,2,7419,12,NA,51.9,1701.96,337.1,NA,35.5,NA,4,11,1.5,259652,NA,24.56,122,1.3,#0.5,6,4849.96,1.1,2,127,1.3,19.7,NA,358.1,237.6,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),coal tailings,silt,"sst in a and s is sr. drift map indicates fluvioglacial depostis. taken frm grass verge. coal tailings in a and s, or sa patches in s, 2 augers of s had grav at base. carbonaceous clasts in s hor",28.60000038,0.067263067,3.037492514,1.06E-05,-0.000239085,9.038395882,0.626583278,0.350372225,9870,21
1343,611459,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,257360,667330,#0.25,71944,13.3,468,#0.25,11.8,8219.05,0.7,66.52,NA,27,94,2,59.6,41684.24,11.9,3.8,5.4,NA,NA,3,NA,10459.26,31.72,9.23,6634.1,813.22,1.1,7419,12.5,NA,38.9,2574.76,170.5,NA,34.9,NA,2.8,12,0.9,259652,NA,24.87,107.7,#0.6,#0.5,5.6,5353.54,#0.25,1,99,1.4,18.2,NA,227,280.5,"soil, regolith(observed at site)",recreational area(observed at site),NA,bricks; coal tailings;,silty clay,"sst in s is sa, taken frm green at riverside. red brick and coal tailings in a and s, base of s hor is red. carbonaceous clasts in a hor,",16.39999962,0.018108781,3.252249241,-0.002935866,-0.005863944,7.012680054,1.410945058,0.006675236,9870,1
1344,611460,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,246340,665910,#0.25,86756,11.4,625,#0.25,40.9,8862.28,0.5,112.1,NA,29,126,1,79.8,50566.62,17.8,5,5.2,NA,NA,4.68,NA,13530.63,58.69,24.83,8443.4,960.38,3.2,7419,16.3,NA,63.9,2225.64,159.2,NA,50.8,NA,1.7,19,1.5,226028,NA,10.9,123.6,#0.6,#0.25,7.19,7170.02,1,3.5,176,2.5,25.9,NA,196.5,194.7,"soil, regolith(observed at site)",long term pasture(observed at site),sandstone (undifferentiated); basalt;,NA,silt,"cattle carbonaceous clasts in a hor,",4.5,0.018437,0.86217016,-0.001556792,-0.000491044,9.732227325,5.658038616,1.706825614,134,3
1345,611461,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,257390,666750,#0.25,78292,11.7,430,#0.25,14,6003.48,#0.25,61.83,NA,27,103,2,58.7,49657.4,13.6,4.3,5.2,NA,NA,4,NA,10210.23,32.87,9.36,4824.8,937.14,1.7,0,14.6,NA,41.3,1265.56,173.7,NA,43.1,NA,1.8,13,1,260119,NA,11.17,85.9,#0.6,#0.5,7.5,6180.84,#0.25,2,118,1.4,19,NA,170,250,"soil, regolith(observed at site)",urban open space(observed at site),NA,bricks; coal tailings; slag (furnace waste);,silty clay,"sst in s is sr. taekn frm grass next to river, coal tailings in a and s, slag in s, drift map indicates fluvioglacial deposits. or sa patches in a, red brick in s. black colouration in s also. carbonaceous clasts in a hor,",12.5,0.064424291,5.951631069,-0.009251431,-0.001632952,8.438735962,1.974189043,0.002340714,8998,20
1346,611463,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,259820,661320,#0.25,94691,9.7,557,0.6,16.3,7718.76,#0.25,107.55,NA,38,217,4,72.8,45880.64,18.9,6.7,5.3,NA,NA,2,NA,12949.56,57.03,10.33,5427.9,797.73,2,0,14.5,NA,86.5,1876.52,218,NA,52.7,NA,1.8,17,1.2,248911,NA,12.62,158.8,#0.6,#0.5,9.9,5659.28,0.7,2.9,177,1.7,30.2,NA,191.2,248.4,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; bulk industrial waste;,silt,"furnace waste in a.  red brick in a.  a hor - sst subang.  s hor - sst ang. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",27.60000038,0.11408861,0.166583374,-0.000180484,-0.001117242,7.071432114,0.555231452,0.132599026,4747,21
1347,611464,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,256870,665280,#0.25,68241,8.9,356,#0.25,16.5,4502.61,#0.25,66.52,NA,16,226,4,37.4,39516.1,11.3,4.1,6.3,NA,NA,8,NA,10044.21,34.02,7.65,4824.8,720.28,0.9,7419,11.5,NA,32.3,1789.24,87.8,NA,37,NA,1.1,10,0.7,271794,NA,7.12,69.1,#0.6,#0.5,6.8,4831.97,#0.25,1.9,93,1.8,18,NA,118.6,302.7,"soil, regolith(observed at site)",commercial and residential(observed at site); urban open space tended but unproductive(observed at site);,siliceous rocks; sandstone (undifferentiated);,bricks; coal tailings; slag (furnace waste);,silt,"sa patches in a. coal tailings in both a and s. slag in s,red brick in a. drift map indicates made grnd. silicate in a was sr, and sst in a was sr. taken frm grass beside armadillo building. carbonaceous clasts in a hor,  carbonaceous clast",5.599999905,0.099376135,3.919898748,0.015146164,0.00148762,8.945713997,5.725970268,0.434957176,3339,20
1348,611465,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,258430,665690,0.7,66654,17.1,512,0.7,25.6,4574.08,#0.25,68.86,NA,22,170,2,95.3,40355.38,14.4,11.1,5.2,NA,NA,4,NA,10708.29,36.32,10.63,4221.7,464.7,3.1,7419,11.4,NA,53.6,2094.72,419.9,NA,37.3,NA,4.8,10,2.7,269459,NA,39.3,98.6,#0.6,#0.5,6.5,4394.34,1.1,1.3,138,1.3,19.9,NA,173,244.1,"soil, regolith(observed at site)",recreational area(observed at site),NA,NA,silt,"or sa pa in s. drift map indicates alluvium, taken frm gdns, carbonaceous clasts in a hor,",41.59999847,0.022132354,4.390638351,0.025569238,0.00039371,9.060017586,0.006173874,2.929204702,2874,20
1349,611466,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,258820,661320,#0.25,80937,14.4,441,1.4,13.9,9362.57,#0.25,85.28,NA,32,290,2,90.3,47699.08,15.8,6.6,6.9,NA,NA,4,NA,11206.35,42.07,8.24,7237.2,952.64,2.3,7419,16.2,NA,71.9,1571.04,161.1,NA,43.5,NA,2.6,14,1.2,255449,NA,40.24,153.3,#0.6,#0.5,7.6,5869.1,0.6,1.4,148,#0.35,24.8,NA,172.3,302,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks,silty clay,"a hor - sst or/subrnd.  s hor - or patches.  red brick in s.  taken from grass next to car park. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",27.79999924,0.118127689,0.361729354,-0.001436463,-0.000910223,7.754174232,0.400634319,0.312745422,7514,20
1350,611467,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,260400,666200,#0.25,62422,15.3,378,1,15.5,7861.7,#0.25,57.14,NA,18,97,1,130.8,43992.26,11.1,5.1,6.5,NA,NA,2,NA,9878.19,28.27,7.65,4221.7,557.64,1.7,7419,11.2,NA,37.2,1221.92,190.6,NA,30.7,NA,1.7,10,0.7,268992,NA,7.23,97.4,#0.6,#0.5,5.5,4388.34,0.8,1,99,0.9,17.4,NA,275.8,297.8,"soil, regolith(observed at site)",urban open space(observed at site),NA,copper; bricks; bulk industrial waste; coal tailings;,silt,ind waste in s.copper found in a and coal tailings in s only. drift map indicates glacial till.,52.79999924,0.02841769,5.597455978,0.006990672,-0.00011857,8.554953575,0.666793823,1.510911584,5344,20
1351,611468,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,247760,666070,#0.25,60306,7.6,517,#0.25,13.5,6003.48,#0.25,45.54,NA,19,86,1,29.3,36578.62,10,2.9,6,NA,NA,4.58,NA,10210.23,32.64,7.26,6634.1,464.7,1.4,7419,12.9,NA,34,1221.92,70.2,NA,31.3,NA,#0.5,10,0.5,333905,NA,4.7,94,#0.6,#0.25,4.24,4819.98,#0.25,1.3,112,1.3,17.3,NA,92.2,228.5,"soil, regolith(observed at site)",urban open space(observed at site); commercial and residential(observed at site);,NA,NA,silt,lb-sandy patches in a hor. land use= road side green at airport departures. carbonaceous clasts in s hor,7.300000191,0,NA,0,0,11.2432127,7.608115673,2.923199654,76,20
1352,611469,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,260390,662300,#0.25,41791,2.5,77,0.9,#0.25,112922.6,#0.25,10.83,NA,560,4286,1,32.8,132536.3,30.7,#0.3,1.7,NA,NA,1,NA,2158.26,4.1,8.11,117604.5,1951.74,1,0,#0.3,NA,959.6,109.1,16.5,NA,0.9,NA,#0.5,14,#0.1,141501,NA,1.21,39.9,1.8,#0.5,1,4316.4,#0.25,#0.3,453,NA,2.4,NA,624.8,0.4,"soil, regolith(observed at site)","urban open space cleared, derelict(observed at site); railways(observed at site);",NA,coal tailings,gravel,"s hor - sst black.  abundant surface waste - concrete, rubbish etc?  s hor - 1 auger gy/ye sand - looks toxic.  coal in a and s.  ye sand in 1 auger of a.  n.b waste originating from railway i.e. sleepers, stones.  previously chemical works",15.39999962,0.020612612,4.030072689,0.009071393,0.000792483,9.619512558,4.903628826,1.982234597,309,20
1353,611470,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,251330,667770,#0.25,70886,8.6,450,#0.25,7.6,14722.82,#0.25,68.86,NA,25,110,1,106.9,48608.3,14.1,2.5,5.6,NA,NA,1,NA,12451.5,29.42,5.02,12062,797.73,3.3,7419,15.8,NA,64.6,872.8,139.4,NA,42,NA,4.4,12,0.4,264322,NA,16.15,165,#0.6,#0.5,5.7,5923.06,0.6,1.4,120,1.1,21.1,NA,258.6,267.3,"soil, regolith(observed at site)","urban open space cleared, derelict(observed at site); industrial(observed at site);",NA,bricks; coal tailings;,silty clay,"2 a samples dark brown sand. brick and coal in a & s, large coal in s. made ground.",5,0.002236062,4.24874115,0.007155435,-7.60E-05,11.62164307,6.522654533,0.014986102,1758,20
1354,611471,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,250270,668340,#0.25,73531,13.2,365,0.7,32.1,3359.09,#0.25,81.76,NA,25,101,3,54.4,41334.54,16.2,9.3,5.2,NA,NA,7,NA,11538.39,43.22,10.4,6634.1,526.66,3.1,7419,14.8,NA,55,1440.12,157.5,NA,41.1,NA,2.6,14,2.3,262454,NA,8.06,97.8,#0.6,#0.5,6.3,5725.22,1.2,2.3,141,1.3,22,NA,130.5,231.2,"soil, regolith(observed at site)",deciduous woodland established(observed at site),NA,coal tailings,silt,coal in a & s. angular chert in s. white sand patches in s. carbonaceous clasts in s hor,5.800000191,0.030584577,0.197395682,0.004400043,-1.46E-05,10.19879818,4.991460323,2.937056541,871,1
1355,611472,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,246740,665660,#0.25,96807,11.6,461,#0.25,13.3,7575.82,#0.25,108.11,NA,41,145,5,46.8,66233.18,20.9,2.8,4.7,NA,NA,1.29,NA,12036.45,57.69,10.01,9649.6,1587.72,2.7,0,24.9,NA,85.9,960.08,67.6,NA,53.8,NA,#0.5,19,1.6,253114,NA,5.1,103.8,2.2,#0.25,7.86,9705.91,#0.25,2.9,230,1.1,27.7,NA,128.5,220.5,"soil, regolith(observed at site)",urban open space(observed at site); deciduous woodland recent(observed at site);,mudstone,NA,medium clay,s hor = sandy patches,7,0.00948655,5.034139633,0.053969532,0.00036795,10.22002792,5.245700836,1.487611294,134,1
1356,611473,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,259780,666680,#0.25,90459,14.2,501,#0.25,14.8,10434.62,#0.25,78.24,NA,38,137,1,58.2,51755.6,19.2,4.5,5.3,NA,NA,2,NA,11123.34,37.47,11.14,9649.6,820.97,2.6,7419,24.1,NA,69.6,1396.48,147.2,NA,39.3,NA,2.8,17,1.4,247510,NA,9.3,125.1,1.8,#0.5,8.2,9699.91,0.7,2.6,158,1.4,23.9,NA,202.3,239.4,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),bricks; coal tailings;,silt,"sst is sr in a. silicate is rns in s. mudst is sa in s. drift map indicates made grnd. coal tailings and red brick in both a and s. 2 augers of s, sa.",45.59999847,0.085771613,0.57832551,-0.015787978,-0.002870619,7.882819653,1.750684261,0.00640648,2193,20
1357,611474,SHALLOW SOIL (5 -20CM),10184,8/22/2001,GLAS,251590,667620,#0.25,78821,7.3,487,0.6,8.4,10434.62,#0.25,68.86,NA,26,116,1,89.6,47769.02,14.4,2.4,4.7,NA,NA,1,NA,14194.71,30.57,5.59,10252.7,890.68,2.7,7419,15.4,NA,72.3,1091,108.9,NA,52,NA,2.2,15,0.9,258251,NA,11.28,156,#0.6,#0.5,7,5623.31,#0.25,1.6,122,1.3,21.5,NA,246.4,238.6,"soil, regolith(observed at site)",industrial(observed at site),siliceous rocks; sandstone (undifferentiated);,NA,silt,"subrounded silicate in a, rounded in s. angular mudstone in s. rounded sandstone in a. carbonaceous clasts in a hor,",5.300000191,0.002236066,4.248742104,-0.007155419,-4.00E-06,12.170578,6.7104702,1.791109085,1758,20
1358,611476,SHALLOW SOIL (5 -20CM),10809,8/30/2002,GLAS,247020,666690,#0.25,80937,12.2,501,#0.25,22.1,12149.9,#0.25,85.48,NA,29,126,2,79.2,49097.88,16.7,5.6,5.8,NA,NA,1.87,NA,13364.61,47.67,11.56,10252.7,666.07,3.3,7419,19.3,NA,65.7,1309.2,177.2,NA,52,NA,2.2,17,1.1,277865,NA,14.5,149,#0.6,#0.25,7.27,7307.91,#0.25,3.3,214,2.7,25.9,NA,274.8,273.5,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),"iron, steel wire; slag (furnace waste);",silty clay,slag in a and s soil. contam= wire fencing.,4.800000191,0.006082687,6.118035793,0.002665937,-0.00011621,10.36402035,8.628587723,0.150448844,76,3
1359,611477,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,256740,665760,#0.25,68241,9.9,545,#0.25,5.4,6575.24,0.6,63,NA,20,105,2,132.6,38816.7,10.2,1.7,5.1,NA,NA,1,NA,12119.46,29.42,5.01,6634.1,704.8,1.7,7419,11.5,NA,38.2,872.8,210.5,NA,37.9,NA,4,10,0.4,265723,NA,31.21,99.5,#0.6,#0.5,6.2,4346.38,0.7,#0.3,91,2.4,17.7,NA,930.4,249.5,"soil, regolith(observed at site)",commercial and residential(observed at site),mudstone,bricks; glass; coal tailings;,silty clay,"mudst in a is sr, and sst in s is sa. clear glass frags in a. abundant red brick in s. coal in s. drift map indicates made grnd carbonaceous clasts in a hor,",13.80000019,0.028627813,5.144796848,-0.006480069,-0.000254126,9.670324326,2.743548393,0.178593144,3339,20
1360,611478,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,260750,667680,#0.25,93633,8,486,#0.25,23.9,10148.74,#0.25,100.52,NA,23,104,7,44.5,39236.34,18.6,3.3,3.6,NA,NA,3,NA,14443.74,55.88,20.94,7237.2,789.99,1.7,0,12.7,NA,53.7,1003.72,91.9,NA,59.1,NA,#0.5,17,3.8,233500,NA,8.26,123.9,#0.6,#0.5,9.3,5893.08,1,3.2,128,2.1,22.4,NA,157.7,183.1,"soil, regolith(observed at site)",urban open space tended but unproductive(observed at site),NA,bricks; coal tailings;,silt,drift map indicates glacial till.,58,0.100634187,3.002496719,-0.002176812,-0.001753313,8.544251442,0.612010121,0.280275285,3029,21
1361,611479,SHALLOW SOIL (5 -20CM),10184,8/23/2001,GLAS,261290,666670,0.9,84111,71.7,610,2.6,20.2,6861.12,0.9,98.17,NA,42,195,2,302.2,48328.54,17.9,9.5,4.2,NA,NA,2,NA,11787.42,50.13,11.35,4824.8,944.89,3.5,7419,13,NA,86.3,1265.56,533.9,NA,45.6,NA,16.3,17,3.3,245175,NA,62.87,191.1,#0.6,#0.5,9.8,4993.84,1.9,2.6,184,2.3,32.3,NA,379.7,212,"soil, regolith(observed at site)",urban open space(observed at site),NA,coal tailings,silt,or sa pa in a. sst is ang. carbonaceous clasts in s hor,59.90000153,0.128001422,1.895004034,0.0019289,0.001494456,7.929758072,0.341234088,0.445654422,2070,1
